"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"185031","2016-02",-6.026389,54.556624,NA,"VISO",NA,NA
"324699","2017-01",-5.893558,54.570835,NA,"BURG",NA,NA
"390806","2017-06",-6.377542,54.44485,"Drumgor Park","CDAR","CRAIGAVON",110
"148795","2015-11",-6.339799,54.173671,"Mill Street","VISO","Other Town",NA
"125933","2015-10",-5.914614,54.595496,"Mays Meadow","ASBO","BELFAST",232
"151331","2015-12",-7.265504,55.034857,"Stradowen Drive","ASBO",NA,NA
"124293","2015-10",-5.672675,54.659957,"Dufferin Avenue","ASBO","BANGOR",318
"24050","2015-03",-5.890342,54.57113,"Cregagh Park","ASBO","BELFAST",232
"374645","2017-05",-6.849877,55.047565,"Ringsend Road","ASBO","Other Town",NA
"61349","2015-05",-7.542937,54.792909,"Urney Road","VISO","Other Town",NA
"220086","2016-05",-7.302793,54.58871,"Coolnagard Meadows","CDAR","OMAGH",167
"140976","2015-11",-5.943389,54.583966,"Lisburn Road","ASBO","Other Town",NA
"289932","2016-10",-5.939149,54.624111,"Kansas Avenue Flats","CDAR","BELFAST",232
"220584","2016-05",NA,NA,"No Location","DRUG",NA,NA
"383576","2017-05",-5.885641,54.591129,NA,"VISO",NA,NA
"388343","2017-06",-7.632704,54.473182,"Fairgreen Street","ASBO","IRVINESTOWN",NA
"333180","2017-02",-6.674983,54.770192,"Station Road","ASBO","Other Town",NA
"232766","2016-06",-6.050765,54.506444,NA,"CDAR",NA,NA
"283930","2016-10",-5.925288,54.602256,"Dunbar Street","ASBO","BELFAST",232
"170190","2016-01",-6.278558,54.860327,"Patrick Place","PUBO","BALLYMENA",220
"165548","2016-01",-5.954369,54.596992,NA,"ASBO",NA,NA
"4929","2015-01",-6.065044,54.525784,"Redpoll Avenue","CDAR","LISBURN",74
"95905","2015-08",-5.922056,54.590961,"Cromac Place","ASBO","BELFAST",232
"89678","2015-07",-5.987971,54.67116,NA,"VECR",NA,NA
"332889","2017-02",-6.314097,54.748345,"Shanes Terrace","ASBO","RANDALSTOWN",274
"222748","2016-05",-5.931754,54.598036,"Fountain Street","SHOP","Other Town",NA
"91946","2015-07",-5.944303,54.610955,"Cliftonpark Avenue","VISO","BELFAST",232
"138171","2015-11",-6.401979,55.13476,NA,"ASBO",NA,NA
"270139","2016-09",-6.666503,55.132462,NA,"ASBO",NA,NA
"286788","2016-10",-5.941064,54.601834,"Boundary Street","ASBO","BELFAST",232
"122398","2015-10",-5.938796,54.60476,"Sherbrook Close","ASBO","BELFAST",232
"163025","2016-01",-5.931179,54.593507,"Bedford Street","ASBO","BELFAST",232
"205745","2016-04",-6.332204,54.4623,"Market Street","CDAR","Other Town",NA
"403228","2017-07",-5.923723,54.58009,NA,"ASBO",NA,NA
"326461","2017-01",-6.369753,54.447287,"Limefield Rise","DRUG","CRAIGAVON",110
"309941","2016-12",-7.300044,54.606437,"Mountjoy Road","ASBO","Other Town",NA
"249394","2016-07",-5.865014,54.58348,"Knock Green","OTTH","BELFAST",232
"119867","2015-09",-6.448577,54.43059,"Woodside Hill","VISO","PORTADOWN",174
"143612","2015-11",-6.69387,54.447166,"Benburb Road","CDAR","Other Town",NA
"150099","2015-12",-5.973531,54.623065,"Tedburn Park","ASBO","BELFAST",232
"153354","2015-12",-6.280398,54.862482,"Waveney Road","ASBO","BALLYMENA",220
"52875","2015-05",-5.885091,54.400641,"Hillfoot Crescent","ASBO","BALLYNAHINCH",276
"392361","2017-06",-5.923914,54.610993,"Midland Crescent","OTTH","BELFAST",232
"47511","2015-04",-6.21792,54.735433,"Shetland Street","VECR","ANTRIM",168
"817","2015-01",-6.661972,55.134811,NA,"ASBO",NA,NA
"130570","2015-10",-6.932139,55.042916,"Edenmore Park","CDAR","LIMAVADY",69
"301650","2016-11",-6.267384,54.351244,"Castlewellan Road","CDAR","Other Town",NA
"11383","2015-01",-6.000515,54.577386,"Gartree Place","OTCR","BELFAST",232
"5670","2015-01",-7.352742,55.015492,"Rosskeen Park","CDAR","LONDONDERRY",NA
"125167","2015-10",-6.286235,54.964911,"Galdanagh Drive","ASBO","CLOGH",121
"161527","2015-12",-7.461785,54.293202,"Tattinderry Heights","VISO","MAGUIRESBRIDGE",347
"356696","2017-04",-5.93009,54.606436,"Lancaster Street","ASBO","BELFAST",232
"73341","2015-06",-5.973037,54.591259,NA,"OTTH",NA,NA
"204303","2016-04",-5.912346,54.55364,"Woodbreda Avenue","ASBO","BELFAST",232
"156239","2015-12",-5.940852,54.617365,"Brookvale Drive","CDAR","BELFAST",232
"78452","2015-06",-6.179311,54.720421,"Kent Court","VISO","ANTRIM",168
"409182","2017-07",-6.608162,54.755384,"Queen Street","VISO","Other Town",NA
"11842","2015-02",-5.928374,54.601518,"Donegall Street","ASBO","BELFAST",232
"400564","2017-07",-5.806531,54.71475,"North Street","ASBO","Other Town",NA
"317561","2016-12",-5.758332,54.630547,NA,"VISO",NA,NA
"203677","2016-04",-6.248544,54.099554,"Slieve Foy Place","ASBO","WARRENPOINT",334
"161552","2015-12",-5.912618,54.680118,"Kings Crescent","VISO","Other Town",NA
"43332","2015-04",-5.922913,54.648264,"Whitewell Road","CDAR","Other Town",NA
"146518","2015-11",-6.657283,54.344579,NA,"VECR",NA,NA
"321276","2017-01",-7.286046,54.986993,"Manorwood","ASBO","LONDONDERRY",NA
"262513","2016-08",-5.742969,54.551927,NA,"CDAR",NA,NA
"324773","2017-01",-6.252532,54.1076,"Fairview","BURG","Other Town",NA
"332425","2017-02",-5.977928,54.624316,"Springvale Gardens","ASBO","BELFAST",232
"27557","2015-03",-7.324848,54.993575,"Bishop Street","ASBO","LONDONDERRY",NA
"190535","2016-03",-5.930261,54.598181,"Donegall Place","ASBO","Other Town",NA
"296687","2016-11",-5.958217,54.701507,"Ashley Park","ASBO","Other Town",NA
"277704","2016-09",-5.951194,54.609068,"St. Marys Court","PUBO",NA,NA
"82409","2015-07",-6.410138,54.183677,"Ashmore Hill","ASBO","CAMLOUGH",6
"171434","2016-01",-5.925203,54.602102,"Victoria Street","VISO","Other Town",NA
"90309","2015-07",-6.284773,54.863254,"Galgorm Road","VISO","Other Town",NA
"10066","2015-01",-6.55,54.489224,"Mount Hall","VISO","PORTADOWN",174
"46670","2015-04",-6.457579,54.428487,"Obin Street","PUBO",NA,NA
"110856","2015-09",-6.321375,54.757484,"Coolsythe Walk","ASBO","RANDALSTOWN",274
"208833","2016-04",-5.976532,54.576008,NA,"SHOP",NA,NA
"151464","2015-12",-6.485154,54.221733,"St. Killians Park","ASBO","WHITECROSS",240
"35290","2015-03",-6.354936,54.141093,"Park View","VISO","Other Town",NA
"404803","2017-07",-7.310246,54.995002,NA,"CDAR",NA,NA
"9584","2015-01",-7.571774,54.198488,"Silverstream","VISO","DERRYLIN",258
"258764","2016-08",-5.822928,54.720976,"Town Park","ASBO","CARRICKFERGUS",198
"6393","2015-01",-5.677187,54.632225,"The Knowes","DRUG","NEWTOWNARDS",199
"59857","2015-05",-5.957188,54.585189,NA,"OTTH",NA,NA
"216762","2016-05",-5.948263,54.635317,"Upper Cavehill Road","ASBO","BELFAST",232
"223058","2016-05",-5.93239,54.573275,NA,"VECR",NA,NA
"331318","2017-01",-6.674229,54.848314,"Tamney Crescent","OTCR","MAGHERA",218
"248468","2016-07",-5.902485,54.376675,NA,"DRUG",NA,NA
"89181","2015-07",-7.321935,54.996721,"Magazine Street","SHOP","LONDONDERRY",NA
"256296","2016-08",-5.934633,54.597106,"College Square East","ASBO","Other Town",NA
"118938","2015-09",-6.338464,54.466142,NA,"VISO",NA,NA
"274507","2016-09",-6.041639,54.736532,"Exchange Avenue","CDAR",NA,NA
"312812","2016-12",-7.459716,54.377226,"Tullyreagh Road","CDAR","Other Town",NA
"126029","2015-10",-6.080367,54.516567,"Knockburn Crescent","ASBO","LISBURN",74
"236999","2016-06",-5.886334,54.215805,"Golf Links Road","VISO","NEWCASTLE",333
"46318","2015-04",-5.942096,54.69206,"Christine Road","OTTH","NEWTOWNABBEY",67
"390691","2017-06",-6.219326,54.732759,"Barra Street","CDAR","ANTRIM",168
"264509","2016-08",-5.895052,54.587762,"Castlereagh Road","SHOP","BELFAST",232
"177074","2016-02",-7.464387,54.824253,"Bridge Street","ASBO","Other Town",NA
"224862","2016-05",-6.412832,54.35506,NA,"VISO",NA,NA
"147518","2015-11",-7.673153,54.705926,"Lisnacloon Road","VISO","CASTLEDERG",156
"35974","2015-03",-7.292811,54.978068,"Church Road","VISO","Other Town",NA
"405179","2017-07",-5.94531,54.628142,"Glenburn Park","CDAR","Other Town",NA
"7860","2015-01",-7.266122,55.030145,"Temple Road","ROBY","Other Town",NA
"184450","2016-02",-5.928819,54.600385,"Rosemary Street","VISO","BELFAST",232
"111409","2015-09",-7.320516,54.992904,NA,"ASBO",NA,NA
"38925","2015-04",-5.933895,54.587857,"Lower Crescent","ASBO","Other Town",NA
"194325","2016-03",-6.651847,54.350439,"The Mall East","DRUG","ARMAGH",113
"306678","2016-11",-6.860935,55.16222,"Seacoast Road","VISO","Other Town",NA
"117075","2015-09",-5.939635,54.586005,"Minds Way","OTTH","BELFAST",232
"220792","2016-05",-6.667138,55.129882,"Taylors Row","DRUG","COLERAINE",181
"315440","2016-12",-5.99491,54.750808,"Ballynure Road","OTTH","Other Town",NA
"276909","2016-09",-6.655153,55.190674,"Magheramenagh Park","OTTH","PORTRUSH",308
"348292","2017-03",-7.311957,54.874893,"Duncastle Road","BURG","Other Town",NA
"290841","2016-10",-5.702201,54.592681,"Mill Street Court","OTTH","NEWTOWNARDS",199
"30389","2015-03",-5.913894,54.569337,"Ormeau Road","CDAR","Other Town",NA
"389869","2017-06",-6.665843,54.273518,NA,"BURG",NA,NA
"171555","2016-01",-6.674226,54.34562,"Mullacreevie Park","VISO","ARMAGH",113
"373134","2017-05",-5.842982,54.863431,"Killyglen Road","ASBO","LARNE",231
"76776","2015-06",-6.332146,54.171283,"Courtney Hill","VISO","NEWRY",194
"189707","2016-03",-6.074599,54.519368,"Johnston Way","ASBO","LISBURN",74
"108204","2015-08",-6.339651,54.469195,"Princes Street","OTCR","Other Town",NA
"267300","2016-08",-7.297481,54.985174,"Irish Street","VISO","Other Town",NA
"103011","2015-08",-5.900246,54.567088,"Beechgrove Drive","OTTH","Other Town",NA
"321305","2017-01",-7.633752,54.474955,NA,"ASBO",NA,NA
"381585","2017-05",-6.310758,54.750185,"Barnish Road","VISO","Other Town",NA
"270673","2016-09",-6.267694,54.354115,"Churchview Drive","ASBO","BANBRIDGE",88
"309781","2016-12",-5.883819,54.596722,"Upper Newtownards Road","ASBO","Other Town",NA
"201347","2016-04",-5.528995,54.608362,"Moss Road","ASBO","Other Town",NA
"60196","2015-05",-5.958833,54.585719,"Glenmachan Pl Roundabout","SHOP",NA,NA
"374472","2017-05",-7.821315,54.420158,"Sillees Grove","ASBO","DERRYGONNELLY",NA
"217045","2016-05",-7.275759,54.600616,NA,"ASBO",NA,NA
"317600","2016-12",-6.71322,55.186728,"Old Coach Road","VISO","Other Town",NA
"22581","2015-02",-7.320979,54.995053,NA,"VISO",NA,NA
"134785","2015-10",-5.865101,54.598666,"Belmont Church Road","VISO","BELFAST",232
"171501","2016-01",-7.319963,54.996961,"Shipquay Street","VISO","LONDONDERRY",NA
"94894","2015-08",-6.284742,54.337395,"Rathview","ASBO","Other Town",NA
"52185","2015-05",-5.954072,54.667061,"Glengormley Park","ASBO","NEWTOWNABBEY",67
"81270","2015-07",-6.625131,54.511511,"Derryvaren Road","ASBO","COALISLAND",279
"194678","2016-03",-5.990649,54.589594,"Monagh Drive","OTTH","BELFAST",232
"37080","2015-04",-6.339313,54.461158,NA,"ASBO",NA,NA
"223912","2016-05",-6.40621,54.43348,"Lisnisky Lane","VISO","PORTADOWN",174
"306483","2016-11",-5.930747,54.602952,"Royal Avenue","VISO","Other Town",NA
"233329","2016-06",-5.953525,54.588837,"Donegall Road","CDAR","Other Town",NA
"148459","2015-11",-5.707191,54.588157,"Rathmullan Drive","VISO","Other Town",NA
"117117","2015-09",-5.932781,54.587541,"Botanic Avenue","OTTH","BELFAST",232
"213856","2016-05",-6.044693,54.508484,"Ivan Street","ASBO","Other Town",NA
"349388","2017-03",-6.056353,54.511682,"Craigmore Road","CDAR","Other Town",NA
"57150","2015-05",-7.293615,54.88775,"Castlewarren Road","CDAR","Other Town",NA
"319849","2016-12",-5.911619,54.125185,"Quarter Road","OTCR","Other Town",NA
"211759","2016-04",-5.939056,54.586435,"Minds Way","VISO","BELFAST",232
"54396","2015-05",-6.623964,54.53014,NA,"ASBO",NA,NA
"1791","2015-01",-7.290341,54.997663,"Rossmore","ASBO","LONDONDERRY",NA
"130563","2015-10",-5.598832,54.637435,"Bailie Gardens","CDAR","BANGOR",318
"6537","2015-01",-5.890348,54.600637,"Lewis Gardens","OTTH","BELFAST",232
"57233","2015-05",-5.961439,54.627984,"Prestwick Park","CDAR","BELFAST",232
"354984","2017-03",-5.678499,54.645899,"Cleland Park Central","VISO","BANGOR",318
"250270","2016-07",-5.916291,54.656551,"Merville Garden Village","SHOP","NEWTOWNABBEY",67
"18953","2015-02",-5.896379,54.597723,"Mourne Street","OTTH","BELFAST",232
"234254","2016-06",-5.989812,54.591207,"Ardmonagh Parade","CDAR","BELFAST",232
"126027","2015-10",-6.623964,54.53014,NA,"ASBO",NA,NA
"346142","2017-03",-5.679479,54.651812,"Avonlea Park","ASBO","BANGOR",318
"40542","2015-04",-5.927653,54.600778,"Waring Street","ASBO","Other Town",NA
"242224","2016-07",-6.215095,54.620939,"Mill Road","ASBO","Other Town",NA
"104728","2015-08",-5.922286,54.604972,"Corporation Square","VISO","BELFAST",232
"54193","2015-05",-5.929138,54.634012,"Lansdowne Park","ASBO","Other Town",NA
"223953","2016-05",-6.948443,55.044576,"Josephine Avenue","VISO","LIMAVADY",69
"259980","2016-08",-6.46205,54.421832,"Ardmore Crescent","ASBO","Other Town",NA
"392686","2017-06",-6.391034,54.449486,NA,"OTTH",NA,NA
"138741","2015-11",-6.663991,55.148982,"Elms Park","ASBO","COLERAINE",181
"380765","2017-05",-6.658619,54.360675,"St. Brigids Hill","VISO","ARMAGH",113
"38967","2015-04",-5.791954,54.739931,"Plantation Avenue","ASBO","Other Town",NA
"239614","2016-06",-6.92444,55.148586,"Seacoast Road","VISO","Other Town",NA
"305674","2016-11",-5.923685,54.620055,"York Road","VISO","BELFAST",232
"121881","2015-09",-6.001091,54.55204,"Kingsway","VISO","Other Town",NA
"312134","2016-12",-5.949405,54.613863,"Rosebank Court","ASBO","Other Town",NA
"246710","2016-07",-5.978869,54.073328,"Newcastle Road","CDAR","Other Town",NA
"407599","2017-07",-5.929934,54.59548,"James Street South","OTTH","BELFAST",232
"68471","2015-06",-6.220506,54.71399,"Clarke Court","ASBO","ANTRIM",168
"120924","2015-09",-6.92444,55.148586,"Seacoast Road","VISO","Other Town",NA
"214268","2016-05",-5.928221,54.608794,"Earl Close","ASBO","BELFAST",232
"284177","2016-10",-5.887385,54.214125,"Donard Place","ASBO","Other Town",NA
"369686","2017-04",-6.346339,54.168272,"Glenhill Park","OTCR","Other Town",NA
"135466","2015-10",-7.290806,54.990749,"Waveney Park","VISO","Other Town",NA
"131696","2015-10",-6.215095,54.620939,"Mill Road","OTTH","Other Town",NA
"194963","2016-03",-5.672622,54.649228,"Hill Crest","OTTH","Other Town",NA
"121802","2015-09",-5.939435,54.631627,"Old Cavehill Road","VISO","BELFAST",232
"264586","2016-08",-6.276779,54.335889,"Bannview Mews","SHOP","BANBRIDGE",88
"328020","2017-01",-6.052099,54.511829,"Ridgeway Street","SHOP","Other Town",NA
"339834","2017-02",-5.976491,54.577777,"Kennedy Way Industrial Estate","SHOP",NA,NA
"262821","2016-08",-5.43756,54.466258,NA,"DRUG",NA,NA
"344586","2017-03",-7.644275,54.351931,"Derrin Park","ASBO","ENNISKILLEN",80
"277498","2016-09",-5.939027,54.62622,"Kenbella Parade","OTTH","BELFAST",232
"113885","2015-09",-6.216137,54.398027,"Oroory Hill Road","BURG","DROMORE",NA
"333484","2017-02",-5.814701,54.725302,"Thorndale Square","ASBO","CARRICKFERGUS",198
"123014","2015-10",-6.348637,54.171313,"Barcroft Park","ASBO","NEWRY",194
"187983","2016-03",-5.911571,54.605066,"Queens Road","ASBO","Other Town",NA
"132206","2015-10",-5.980996,54.597403,"Springmadden Court","OTTH","BELFAST",232
"3038","2015-01",-6.265153,55.202206,"Whitehall Avenue","ASBO",NA,NA
"374335","2017-05",-5.904503,54.675701,"Fernagh Road","ASBO","Other Town",NA
"316427","2016-12",-6.337119,54.175566,NA,"THPR",NA,NA
"2495","2015-01",-5.803227,54.595573,"Cherryhill Drive","ASBO","DUNDONALD",102
"29213","2015-03",-6.268694,54.350832,"Bridge Street","CDAR","Other Town",NA
"329263","2017-01",-6.555205,54.954525,"Mill Road","VISO","Other Town",NA
"266225.1","2016-08",-5.963304,54.611438,"Woodvale Road","VISO","Other Town",NA
"180284","2016-02",-7.319963,54.996961,"Shipquay Street","CDAR","LONDONDERRY",NA
"307312","2016-11",-7.161276,54.41743,"Mccrea Park","VISO","Other Town",NA
"201208","2016-04",-6.071025,54.508368,"Hertford Square","ASBO","LISBURN",74
"196708","2016-03",-5.954294,54.621008,"Oldpark Road","VISO","Other Town",NA
"340233","2017-02",-5.910804,54.563829,"Saintfield Road","VECR","Other Town",NA
"233455","2016-06",-5.922422,54.64786,"Whitewell Crescent","CDAR","NEWTOWNABBEY",67
"402819","2017-07",-6.271332,54.883619,"Dunclug Gardens","ASBO","BALLYMENA",220
"364065","2017-04",-6.661059,55.141,"Rosemary Place","CDAR","COLERAINE",181
"191423","2016-03",-5.695765,54.652366,"Orlock Gardens","ASBO","BANGOR",318
"327798","2017-01",-6.444285,54.423491,NA,"PUBO",NA,NA
"277537","2016-09",-5.713052,54.314467,"Glebetown Drive","OTTH","DOWNPATRICK",58
"371649","2017-05",-6.086773,54.515986,"Brokerstown Road","ASBO","LISBURN",74
"223397","2016-05",-6.781874,54.501828,"Braeside","VISO","Other Town",NA
"41198","2015-04",-5.948374,54.572191,"Marlborough Gardens","ASBO","Other Town",NA
"322747","2017-01",-5.932499,54.598004,"College Street","ASBO","Other Town",NA
"71903","2015-06",-6.944498,55.044093,"Greystone Park","CDAR","Other Town",NA
"259889","2016-08",-6.075825,54.514958,NA,"ASBO",NA,NA
"264722","2016-08",-5.898654,54.583611,"Cregagh Road","SHOP","Other Town",NA
"64494","2015-06",-6.443119,54.414429,NA,"ASBO",NA,NA
"204051","2016-04",-6.020586,54.565685,"Hazelwood Avenue","ASBO","Other Town",NA
"149934","2015-12",-6.149529,54.719683,"Rathmore Road","ASBO","Other Town",NA
"114197","2015-09",-6.754138,54.495634,"Bramble Wood Lane","BURG","DUNGANNON",93
"154451","2015-12",-5.911848,54.590893,"Park Parade","BURG","Other Town",NA
"338477","2017-02",-5.9844,54.581126,"Andersonstown Park","OTTH","BELFAST",232
"81460","2015-07",-5.95989,54.672828,NA,"ASBO",NA,NA
"190336","2016-03",-5.811972,54.861636,"Wellington Green","ASBO","LARNE",231
"301701","2016-11",-5.928635,54.592727,"Ormeau Avenue","CDAR","BELFAST",232
"344083","2017-03",-5.935501,54.613285,"Hallidays Road","ASBO","BELFAST",232
"385214","2017-06",-5.957816,54.620241,"Deerpark Road","ASBO","Other Town",NA
"75883","2015-06",-7.283113,54.996408,"Erosmore Drive","VISO","LONDONDERRY",NA
"100126","2015-08",-5.8414,54.852514,"Linn Road","CDAR","LARNE",231
"244336","2016-07",-6.201543,54.721346,"Edenvale Park","ASBO","Other Town",NA
"188372","2016-03",-5.889179,54.212934,"Main Street","ASBO","Other Town",NA
"98553","2015-08",-7.278282,54.607575,"Castle Oaks","ASBO","OMAGH",167
"104243","2015-08",-6.65232,55.203902,"Dunluce Street","THPR","LARNE",231
"39481","2015-04",-6.738264,54.651519,"Beechway","ASBO","COOKSTOWN",52
"208470","2016-04",-7.326428,55.039108,"Lower Galliagh Road","POS","LONDONDERRY",NA
"327538","2017-01",-6.215174,54.732904,"Glencraig Manor","OTTH","ANTRIM",168
"23055","2015-02",-7.469195,54.827759,"Main Street","OTCR","Other Town",NA
"296173","2016-10",-7.645243,54.305633,"Derrylin Road","OTCR","Other Town",NA
"300920","2016-11",-5.925533,54.594704,"Catherine Street North","BURG","BELFAST",232
"35940","2015-03",-6.333546,54.179102,"Sandys Street","VISO","NEWRY",194
"384349","2017-06",-5.79739,54.594191,"Craignish Crescent","ASBO","DUNDONALD",102
"257214","2016-08",-6.195513,54.720125,"Carnbrock Drive","ASBO","ANTRIM",168
"371193","2017-05",-6.259978,54.10724,"Lassara Heights","ASBO","WARRENPOINT",334
"163103","2016-01",-6.250122,55.201111,"Ann Street","ASBO","Other Town",NA
"308420","2016-12",-6.205845,54.338889,"Millbank View","ASBO","CORBET",62
"48640","2015-04",-6.770716,55.146907,"Rockmount Gardens","VISO","Other Town",NA
"68738","2015-06",-5.700687,54.596489,"Mark Street","ASBO","Other Town",NA
"236303","2016-06",-5.928592,54.599366,"Corn Market","SHOP","Other Town",NA
"243881","2016-07",-6.93682,55.043379,"Drumachose Park","ASBO","LIMAVADY",69
"285560","2016-10",-6.204961,54.723374,"Parkhall Road","ASBO","ANTRIM",168
"83235","2015-07",-6.949222,55.053071,"Main Street","ASBO","Other Town",NA
"214879","2016-05",-5.887207,54.582091,"Blenheim Drive","ASBO","Other Town",NA
"334701","2017-02",-5.932455,54.594903,"Clarence Street West","ASBO","BELFAST",232
"376986","2017-05",-5.921766,54.588143,"Cooke Street","CDAR","Other Town",NA
"389425","2017-06",-5.887436,54.58515,"Orby Parade","ASBO","BELFAST",232
"334716","2017-02",-6.273808,54.858867,"Casement Street","ASBO","BALLYMENA",220
"226129","2016-05",-7.320295,54.99672,"Shipquay Street","VISO","LONDONDERRY",NA
"28721","2015-03",-5.885432,54.591584,NA,"BURG",NA,NA
"25644","2015-03",-5.718079,54.318336,"Vianstown Road","ASBO","DOWNPATRICK",58
"402324","2017-07",-5.931541,54.596433,"Donegall Square West","ASBO","BELFAST",232
